date,date_day,date_month,date_year,show_name,show_theater,show_type,num_of_attendance,capacity_filled,revenue,percentage_of_poss_profit,num_of_performances
2004-06-13,13,6,2004,Thoroughly Modern Millie,Marquis,Musical,7734,0.61,451304,0.45,8
2004-06-13,13,6,2004,Wicked,Gershwin,Musical,15957,1,1270693,0.99,9
2004-06-13,13,6,2004,Wonderful Town,Al Hirschfeld,Musical,6645,0.58,434261,0.46,8
2004-06-20,20,6,2004,42Nd Street '01,Ford Center,Musical,11478,0.79,629795,0.59,8
2004-06-20,20,6,2004,A Raisin In The Sun,Royale,Play,8551,0.99,614796,0.95,8
2004-06-20,20,6,2004,Aida,Palace,Musical,10337,0.76,574380,0.62,8
2004-06-20,20,6,2004,Assassins,Studio 54,Musical,6918,0.95,429929,0.97,8
2004-06-20,20,6,2004,Avenue Q,Golden,Musical,6322,0.99,465745,0.97,8
2004-06-20,20,6,2004,Beauty And The Beast,Lunt-Fontanne,Musical,10744,0.89,646028,0.77,8
2004-06-20,20,6,2004,Bombay Dreams,Broadway,Musical,10084,0.72,661081,0.6,8
2004-06-20,20,6,2004,"Caroline, Or Change",Eugene O'Neill,Musical,6027,0.71,417780,0.55,8
2004-06-20,20,6,2004,Chicago,Ambassador,Musical,7021,0.81,441583,0.62,8
2004-06-20,20,6,2004,Fiddler On The Roof 04,Minskoff,Musical,9679,0.72,650754,0.61,8
2004-06-20,20,6,2004,Frozen,Circle In The Square,Play,4253,0.82,168041,0.42,8
2004-06-20,20,6,2004,Golda'S Balcony,Helen Hayes,Play,2580,0.55,125664,0.28,8
2004-06-20,20,6,2004,Hairspray,Neil Simon,Musical,11219,0.98,911819,0.94,8
2004-06-20,20,6,2004,I Am My Own Wife,Lyceum,Play,4172,0.85,206545,0.57,7
2004-06-20,20,6,2004,Jumpers,Brooks Atkinson,Play,4497,0.58,234900,0.4,8
2004-06-20,20,6,2004,Little Shop Of Horrors,Virginia,Musical,6389,0.66,332779,0.4,8
2004-06-20,20,6,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11272,0.94,929932,0.9,8
2004-06-20,20,6,2004,Marc Salem'S Mind Games,Lyceum,Special,307,0.43,14486,0.41,1
2004-06-20,20,6,2004,Movin' Out,Richard Rodgers,Musical,8655,0.82,639281,0.78,8
2004-06-20,20,6,2004,Rent,Nederlander,Musical,6325,0.67,303514,0.57,8
2004-06-20,20,6,2004,Sight Unseen,Biltmore,Play,4774,0.92,262580,0.73,8
2004-06-20,20,6,2004,Sly Fox,Ethel Barrymore,Play,6740,0.8,354884,0.55,8
2004-06-20,20,6,2004,The Boy From Oz,Imperial,Musical,11466,1,982845,1.03,8
2004-06-20,20,6,2004,The Lion King,New Amsterdam,Musical,14536,1.01,1143252,0.97,8
2004-06-20,20,6,2004,The Phantom Of The Opera,Majestic,Musical,11276,0.88,615941,0.61,8
2004-06-20,20,6,2004,The Producers,St. James,Musical,11982,0.88,901480,0.87,8
2004-06-20,20,6,2004,Thoroughly Modern Millie,Marquis,Musical,11101,0.88,542112,0.55,8
2004-06-20,20,6,2004,Wicked,Gershwin,Musical,14184,1,1124528,1,8
2004-06-20,20,6,2004,Wonderful Town,Al Hirschfeld,Musical,6510,0.57,421928,0.44,8
2004-06-27,27,6,2004,42Nd Street '01,Ford Center,Musical,12693,0.88,704872,0.66,8
2004-06-27,27,6,2004,A Raisin In The Sun,Royale,Play,8706,1.01,649121,1.01,8
2004-06-27,27,6,2004,After The Fall,American Airlines,Play,3131,0.85,158242,0.7,0
2004-06-27,27,6,2004,Aida,Palace,Musical,11674,0.86,643261,0.7,8
2004-06-27,27,6,2004,Assassins,Studio 54,Musical,6779,0.93,431901,0.98,8
2004-06-27,27,6,2004,Avenue Q,Golden,Musical,6326,0.99,458442,0.95,8
2004-06-27,27,6,2004,Beauty And The Beast,Lunt-Fontanne,Musical,11779,0.98,692852,0.83,8
2004-06-27,27,6,2004,Bombay Dreams,Broadway,Musical,11565,0.82,744249,0.68,8
2004-06-27,27,6,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5977,0.71,409025,0.54,8
2004-06-27,27,6,2004,Chicago,Ambassador,Musical,8023,0.93,528709,0.74,8
2004-06-27,27,6,2004,Fiddler On The Roof 04,Minskoff,Musical,10850,0.8,719626,0.67,8
2004-06-27,27,6,2004,Frozen,Circle In The Square,Play,4002,0.77,155448,0.39,8
2004-06-27,27,6,2004,Golda'S Balcony,Helen Hayes,Play,2856,0.61,136729,0.3,8
2004-06-27,27,6,2004,Hairspray,Neil Simon,Musical,11507,1.01,994836,1.03,8
2004-06-27,27,6,2004,I Am My Own Wife,Lyceum,Play,4797,0.85,247588,0.62,8
2004-06-27,27,6,2004,Jumpers,Brooks Atkinson,Play,5081,0.66,234928,0.4,8
2004-06-27,27,6,2004,Little Shop Of Horrors,Virginia,Musical,7564,0.78,407881,0.49,8
2004-06-27,27,6,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11930,1,1013212,0.98,8
2004-06-27,27,6,2004,Marc Salem'S Mind Games,Lyceum,Special,401,0.56,15970,0.45,1
2004-06-27,27,6,2004,Movin' Out,Richard Rodgers,Musical,9280,0.88,694450,0.84,8
2004-06-27,27,6,2004,Rent,Nederlander,Musical,8007,0.85,376998,0.71,8
2004-06-27,27,6,2004,Sight Unseen,Biltmore,Play,4871,0.94,268246,0.74,8
2004-06-27,27,6,2004,Sly Fox,Ethel Barrymore,Play,7254,0.86,382468,0.59,8
2004-06-27,27,6,2004,The Boy From Oz,Imperial,Musical,11463,1,989605,1.04,8
2004-06-27,27,6,2004,The Frogs,Vivian Beaumont,Musical,6071,0.97,312750,0.58,0
2004-06-27,27,6,2004,The Lion King,New Amsterdam,Musical,14528,1.01,1149929,0.97,8
2004-06-27,27,6,2004,The Phantom Of The Opera,Majestic,Musical,11970,0.93,654777,0.65,8
2004-06-27,27,6,2004,The Producers,St. James,Musical,12380,0.91,945233,0.91,8
2004-06-27,27,6,2004,Wicked,Gershwin,Musical,14184,1,1135355,1,8
2004-06-27,27,6,2004,Wonderful Town,Al Hirschfeld,Musical,7834,0.68,482380,0.51,8
2004-07-04,4,7,2004,42Nd Street '01,Ford Center,Musical,10013,0.69,530077,0.5,8
2004-07-04,4,7,2004,A Raisin In The Sun,Royale,Play,8699,1.01,659001,1.02,8
2004-07-04,4,7,2004,After The Fall,American Airlines,Play,4948,0.85,241216,0.68,0
2004-07-04,4,7,2004,Aida,Palace,Musical,10534,0.78,553277,0.6,8
2004-07-04,4,7,2004,Assassins,Studio 54,Musical,6881,0.94,409825,0.76,8
2004-07-04,4,7,2004,Avenue Q,Golden,Musical,6256,0.98,461806,0.96,8
2004-07-04,4,7,2004,Beauty And The Beast,Lunt-Fontanne,Musical,11269,0.93,630183,0.75,8
2004-07-04,4,7,2004,Bombay Dreams,Broadway,Musical,10759,0.76,610978,0.55,8
2004-07-04,4,7,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5859,0.69,347043,0.46,8
2004-07-04,4,7,2004,Chicago,Ambassador,Musical,7179,0.83,443669,0.62,8
2004-07-04,4,7,2004,Fiddler On The Roof 04,Minskoff,Musical,8052,0.6,495752,0.46,8
2004-07-04,4,7,2004,Frozen,Circle In The Square,Play,3245,0.62,133773,0.34,8
2004-07-04,4,7,2004,Golda'S Balcony,Helen Hayes,Play,2347,0.5,99917,0.22,8
2004-07-04,4,7,2004,Hairspray,Neil Simon,Musical,10762,0.94,853416,0.88,8
2004-07-04,4,7,2004,I Am My Own Wife,Lyceum,Play,3674,0.65,189542,0.48,8
2004-07-04,4,7,2004,Jumpers,Brooks Atkinson,Play,5167,0.67,184024,0.31,8
2004-07-04,4,7,2004,Little Shop Of Horrors,Virginia,Musical,5582,0.58,291960,0.35,8
2004-07-04,4,7,2004,Mamma Mia!,Cadillac Winter Garden,Musical,9067,0.76,755804,0.73,8
2004-07-04,4,7,2004,Marc Salem'S Mind Games,Lyceum,Special,520,0.73,18244,0.51,1
2004-07-04,4,7,2004,Movin' Out,Richard Rodgers,Musical,8059,0.76,554652,0.67,8
2004-07-04,4,7,2004,Rent,Nederlander,Musical,5456,0.58,266411,0.5,8
2004-07-04,4,7,2004,Sight Unseen,Biltmore,Play,4809,0.92,259853,0.72,8
2004-07-04,4,7,2004,Sly Fox,Ethel Barrymore,Play,6058,0.72,285937,0.44,8
2004-07-04,4,7,2004,The Boy From Oz,Imperial,Musical,11388,0.99,974850,1.02,8
2004-07-04,4,7,2004,The Frogs,Vivian Beaumont,Musical,8078,0.97,419222,0.58,0
2004-07-04,4,7,2004,The Lion King,New Amsterdam,Musical,14544,1.01,1163350,0.98,8
2004-07-04,4,7,2004,The Phantom Of The Opera,Majestic,Musical,11702,0.91,559573,0.56,8
2004-07-04,4,7,2004,The Producers,St. James,Musical,12779,0.94,868091,0.83,8
2004-07-04,4,7,2004,Wicked,Gershwin,Musical,14184,1,1142867,1.01,8
2004-07-04,4,7,2004,Wonderful Town,Al Hirschfeld,Musical,6147,0.53,336602,0.35,8
2004-07-11,11,7,2004,42Nd Street '01,Ford Center,Musical,11648,0.8,642447,0.6,8
2004-07-11,11,7,2004,A Raisin In The Sun,Royale,Play,8656,1,645088,1,8
2004-07-11,11,7,2004,After The Fall,American Airlines,Play,5139,0.88,263485,0.74,0
2004-07-11,11,7,2004,Aida,Palace,Musical,10300,0.76,572213,0.62,8
2004-07-11,11,7,2004,Assassins,Studio 54,Musical,6982,0.95,415060,0.77,8
2004-07-11,11,7,2004,Avenue Q,Golden,Musical,6320,0.99,469220,0.98,8
2004-07-11,11,7,2004,Beauty And The Beast,Lunt-Fontanne,Musical,10995,0.91,668103,0.8,8
2004-07-11,11,7,2004,Bombay Dreams,Broadway,Musical,8522,0.6,537977,0.49,8
2004-07-11,11,7,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5764,0.68,361959,0.48,8
2004-07-11,11,7,2004,Chicago,Ambassador,Musical,7873,0.91,503345,0.7,8
2004-07-11,11,7,2004,Fiddler On The Roof 04,Minskoff,Musical,7399,0.55,440006,0.41,8
2004-07-11,11,7,2004,Frozen,Circle In The Square,Play,3686,0.71,140621,0.35,8
2004-07-11,11,7,2004,Golda'S Balcony,Helen Hayes,Play,2335,0.5,107071,0.24,8
2004-07-11,11,7,2004,Hairspray,Neil Simon,Musical,10102,0.88,850949,0.88,8
2004-07-11,11,7,2004,I Am My Own Wife,Lyceum,Play,3749,0.76,200886,0.55,7
2004-07-11,11,7,2004,Jumpers,Brooks Atkinson,Play,6140,0.79,225370,0.38,8
2004-07-11,11,7,2004,Little Shop Of Horrors,Virginia,Musical,5441,0.56,303182,0.36,8
2004-07-11,11,7,2004,Mamma Mia!,Cadillac Winter Garden,Musical,10376,0.87,888411,0.86,8
2004-07-11,11,7,2004,Marc Salem'S Mind Games,Lyceum,Special,218,0.31,8238,0.23,1
2004-07-11,11,7,2004,Movin' Out,Richard Rodgers,Musical,8791,0.83,621874,0.75,8
2004-07-11,11,7,2004,Rent,Nederlander,Musical,6906,0.73,345377,0.65,8
2004-07-11,11,7,2004,Sight Unseen,Biltmore,Play,4889,0.94,268960,0.74,8
2004-07-11,11,7,2004,Sly Fox,Ethel Barrymore,Play,4945,0.58,254498,0.39,8
2004-07-11,11,7,2004,The Boy From Oz,Imperial,Musical,10001,1,876767,1.05,7
2004-07-11,11,7,2004,The Frogs,Vivian Beaumont,Musical,8100,0.97,455826,0.63,0
2004-07-11,11,7,2004,The Lion King,New Amsterdam,Musical,14507,1.01,1162425,0.98,8
2004-07-11,11,7,2004,The Phantom Of The Opera,Majestic,Musical,11622,0.9,623681,0.62,8
2004-07-11,11,7,2004,The Producers,St. James,Musical,12773,0.94,873996,0.84,8
2004-07-11,11,7,2004,Wicked,Gershwin,Musical,14184,1,1142433,1.01,8
2004-07-11,11,7,2004,Wonderful Town,Al Hirschfeld,Musical,6124,0.53,369263,0.39,8
2004-07-18,18,7,2004,42Nd Street '01,Ford Center,Musical,12918,0.89,707345,0.66,8
2004-07-18,18,7,2004,After The Fall,American Airlines,Play,5291,0.91,274112,0.77,0
2004-07-18,18,7,2004,Aida,Palace,Musical,11853,0.87,656690,0.71,8
2004-07-18,18,7,2004,Assassins,Studio 54,Musical,7277,0.99,445733,0.83,8
2004-07-18,18,7,2004,Avenue Q,Golden,Musical,6346,1,480750,1,8
2004-07-18,18,7,2004,Beauty And The Beast,Lunt-Fontanne,Musical,11280,0.93,689508,0.82,8
2004-07-18,18,7,2004,Bombay Dreams,Broadway,Musical,9371,0.67,584746,0.53,8
2004-07-18,18,7,2004,"Caroline, Or Change",Eugene O'Neill,Musical,6144,0.73,371705,0.49,8
2004-07-18,18,7,2004,Chicago,Ambassador,Musical,8320,0.96,553742,0.77,8
2004-07-18,18,7,2004,Fiddler On The Roof 04,Minskoff,Musical,9054,0.67,580061,0.54,8
2004-07-18,18,7,2004,Frozen,Circle In The Square,Play,3483,0.67,141193,0.35,8
2004-07-18,18,7,2004,Golda'S Balcony,Helen Hayes,Play,2763,0.59,122773,0.27,8
2004-07-18,18,7,2004,Hairspray,Neil Simon,Musical,10999,0.96,930567,0.96,8
2004-07-18,18,7,2004,I Am My Own Wife,Lyceum,Play,4304,0.76,230620,0.58,8
2004-07-18,18,7,2004,Little Shop Of Horrors,Virginia,Musical,6323,0.65,347261,0.42,8
2004-07-18,18,7,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11205,0.93,959111,0.93,8
2004-07-18,18,7,2004,Marc Salem'S Mind Games,Lyceum,Special,423,0.59,16225,0.45,1
2004-07-18,18,7,2004,Movin' Out,Richard Rodgers,Musical,9284,0.88,668522,0.81,8
2004-07-18,18,7,2004,Rent,Nederlander,Musical,7505,0.79,371331,0.7,8
2004-07-18,18,7,2004,Sight Unseen,Biltmore,Play,3703,0.81,215683,0.58,7
2004-07-18,18,7,2004,Sly Fox,Ethel Barrymore,Play,6460,0.76,338500,0.52,8
2004-07-18,18,7,2004,The Boy From Oz,Imperial,Musical,11461,1,1021931,1.07,8
2004-07-18,18,7,2004,The Frogs,Vivian Beaumont,Musical,8112,0.97,457753,0.64,0
2004-07-18,18,7,2004,The Lion King,New Amsterdam,Musical,14540,1.01,1160396,0.98,8
2004-07-18,18,7,2004,The Phantom Of The Opera,Majestic,Musical,11718,0.91,635541,0.63,8
2004-07-18,18,7,2004,The Producers,St. James,Musical,11863,0.87,880165,0.84,8
2004-07-18,18,7,2004,Wicked,Gershwin,Musical,14184,1,1166136,1.03,8
2004-07-18,18,7,2004,Wonderful Town,Al Hirschfeld,Musical,7219,0.63,433954,0.46,8
2004-07-25,25,7,2004,42Nd Street '01,Ford Center,Musical,12409,0.86,684012,0.64,8
2004-07-25,25,7,2004,After The Fall,American Airlines,Play,5164,0.89,266698,0.75,0
2004-07-25,25,7,2004,Aida,Palace,Musical,11838,0.87,664749,0.72,8
2004-07-25,25,7,2004,Avenue Q,Golden,Musical,6355,1,483508,1.01,8
2004-07-25,25,7,2004,Beauty And The Beast,Lunt-Fontanne,Musical,11507,0.95,721960,0.86,8
2004-07-25,25,7,2004,Bombay Dreams,Broadway,Musical,8625,0.61,534944,0.49,8
2004-07-25,25,7,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5808,0.69,351889,0.47,8
2004-07-25,25,7,2004,Chicago,Ambassador,Musical,8474,0.98,578143,0.81,8
2004-07-25,25,7,2004,Fiddler On The Roof 04,Minskoff,Musical,9213,0.68,588182,0.55,8
2004-07-25,25,7,2004,Forever Tango '04,Shubert,Musical,3664,0.31,167999,0.2,2
2004-07-25,25,7,2004,Frozen,Circle In The Square,Play,3172,0.61,129219,0.32,8
2004-07-25,25,7,2004,Golda'S Balcony,Helen Hayes,Play,2693,0.57,114316,0.25,8
2004-07-25,25,7,2004,Hairspray,Neil Simon,Musical,10835,0.95,916943,0.95,8
2004-07-25,25,7,2004,I Am My Own Wife,Lyceum,Play,4448,0.79,238229,0.6,8
2004-07-25,25,7,2004,Little Shop Of Horrors,Virginia,Musical,7049,0.73,365805,0.44,8
2004-07-25,25,7,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11265,0.94,958079,0.93,8
2004-07-25,25,7,2004,Marc Salem'S Mind Games,Lyceum,Special,461,0.65,17449,0.49,1
2004-07-25,25,7,2004,Movin' Out,Richard Rodgers,Musical,9072,0.86,660505,0.8,8
2004-07-25,25,7,2004,Rent,Nederlander,Musical,7156,0.76,356310,0.67,8
2004-07-25,25,7,2004,Sight Unseen,Biltmore,Play,4205,0.92,254336,0.68,7
2004-07-25,25,7,2004,Sly Fox,Ethel Barrymore,Play,6708,0.79,359903,0.56,8
2004-07-25,25,7,2004,The Boy From Oz,Imperial,Musical,10027,1,893974,1.07,7
2004-07-25,25,7,2004,The Frogs,Vivian Beaumont,Musical,7365,0.88,475716,0.63,4
2004-07-25,25,7,2004,The Lion King,New Amsterdam,Musical,14534,1.01,1164986,0.98,8
2004-07-25,25,7,2004,The Phantom Of The Opera,Majestic,Musical,11741,0.91,652880,0.65,8
2004-07-25,25,7,2004,The Producers,St. James,Musical,11610,0.85,851395,0.82,8
2004-07-25,25,7,2004,Wicked,Gershwin,Musical,14184,1,1172927,1.04,8
2004-07-25,25,7,2004,Wonderful Town,Al Hirschfeld,Musical,6355,0.55,380654,0.4,8
2004-08-01,1,8,2004,42Nd Street '01,Ford Center,Musical,12143,0.84,655853,0.61,8
2004-08-01,1,8,2004,After The Fall,American Airlines,Play,4602,0.79,246520,0.7,5
2004-08-01,1,8,2004,Aida,Palace,Musical,12643,0.93,721591,0.78,8
2004-08-01,1,8,2004,Avenue Q,Golden,Musical,6334,0.99,488695,1.02,8
2004-08-01,1,8,2004,Beauty And The Beast,Lunt-Fontanne,Musical,11724,0.97,751644,0.9,8
2004-08-01,1,8,2004,Bombay Dreams,Broadway,Musical,9140,0.65,562465,0.51,8
2004-08-01,1,8,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5901,0.7,343313,0.45,8
2004-08-01,1,8,2004,Chicago,Ambassador,Musical,8492,0.98,589727,0.82,8
2004-08-01,1,8,2004,"Dracula, The Musical",Belasco,Musical,2636,0.85,133879,0.91,0
2004-08-01,1,8,2004,Fiddler On The Roof 04,Minskoff,Musical,8930,0.66,556575,0.52,8
2004-08-01,1,8,2004,Forever Tango '04,Shubert,Musical,3663,0.31,200121,0.24,8
2004-08-01,1,8,2004,Frozen,Circle In The Square,Play,3041,0.58,125912,0.32,8
2004-08-01,1,8,2004,Golda'S Balcony,Helen Hayes,Play,2631,0.56,111821,0.25,8
2004-08-01,1,8,2004,Hairspray,Neil Simon,Musical,10609,0.93,892116,0.92,8
2004-08-01,1,8,2004,I Am My Own Wife,Lyceum,Play,3549,0.63,196935,0.5,8
2004-08-01,1,8,2004,Little Shop Of Horrors,Virginia,Musical,7038,0.73,381014,0.46,8
2004-08-01,1,8,2004,Mamma Mia!,Cadillac Winter Garden,Musical,10451,0.87,895934,0.87,8
2004-08-01,1,8,2004,Movin' Out,Richard Rodgers,Musical,9192,0.87,664178,0.81,8
2004-08-01,1,8,2004,Rent,Nederlander,Musical,7474,0.79,377970,0.71,8
2004-08-01,1,8,2004,Sly Fox,Ethel Barrymore,Play,6156,0.73,339617,0.52,8
2004-08-01,1,8,2004,The Boy From Oz,Imperial,Musical,11462,1,1021728,1.07,8
2004-08-01,1,8,2004,The Frogs,Vivian Beaumont,Musical,8096,0.97,596162,0.78,8
2004-08-01,1,8,2004,The Lion King,New Amsterdam,Musical,14556,1.01,1165664,0.99,8
2004-08-01,1,8,2004,The Phantom Of The Opera,Majestic,Musical,12153,0.95,669290,0.67,8
2004-08-01,1,8,2004,The Producers,St. James,Musical,12267,0.9,887337,0.85,8
2004-08-01,1,8,2004,Wicked,Gershwin,Musical,14184,1,1174985,1.04,8
2004-08-01,1,8,2004,Wonderful Town,Al Hirschfeld,Musical,6952,0.6,417569,0.44,8
2004-08-08,8,8,2004,42Nd Street '01,Ford Center,Musical,11690,0.81,630506,0.59,8
2004-08-08,8,8,2004,After The Fall,American Airlines,Play,5166,0.89,273174,0.77,8
2004-08-08,8,8,2004,Aida,Palace,Musical,11391,0.84,660569,0.72,8
2004-08-08,8,8,2004,Avenue Q,Golden,Musical,6341,1,496711,1.03,8
2004-08-08,8,8,2004,Beauty And The Beast,Lunt-Fontanne,Musical,11388,0.94,736639,0.87,8
2004-08-08,8,8,2004,Bombay Dreams,Broadway,Musical,8311,0.59,500316,0.45,8
2004-08-08,8,8,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5180,0.61,301414,0.4,8
2004-08-08,8,8,2004,Chicago,Ambassador,Musical,8371,0.97,574468,0.8,8
2004-08-08,8,8,2004,"Dracula, The Musical",Belasco,Musical,6010,0.73,290883,0.74,0
2004-08-08,8,8,2004,Fiddler On The Roof 04,Minskoff,Musical,8763,0.65,544071,0.51,8
2004-08-08,8,8,2004,Forever Tango '04,Shubert,Musical,4074,0.35,191127,0.23,8
2004-08-08,8,8,2004,Frozen,Circle In The Square,Play,2401,0.46,105998,0.27,8
2004-08-08,8,8,2004,Golda'S Balcony,Helen Hayes,Play,2703,0.57,118822,0.26,8
2004-08-08,8,8,2004,Hairspray,Neil Simon,Musical,10476,0.92,883692,0.91,8
2004-08-08,8,8,2004,I Am My Own Wife,Lyceum,Play,3120,0.63,170882,0.47,7
2004-08-08,8,8,2004,Little Shop Of Horrors,Virginia,Musical,6356,0.66,346444,0.42,8
2004-08-08,8,8,2004,Mamma Mia!,Cadillac Winter Garden,Musical,10580,0.88,888643,0.86,8
2004-08-08,8,8,2004,Movin' Out,Richard Rodgers,Musical,8920,0.84,642595,0.78,8
2004-08-08,8,8,2004,Rent,Nederlander,Musical,7180,0.76,367951,0.7,8
2004-08-08,8,8,2004,Sly Fox,Ethel Barrymore,Play,5902,0.7,330674,0.51,8
2004-08-08,8,8,2004,The Boy From Oz,Imperial,Musical,10032,1,912240,1.09,7
2004-08-08,8,8,2004,The Frogs,Vivian Beaumont,Musical,8124,0.97,629110,0.83,8
2004-08-08,8,8,2004,The Lion King,New Amsterdam,Musical,14552,1.01,1179350,1,8
2004-08-08,8,8,2004,The Phantom Of The Opera,Majestic,Musical,11753,0.91,648728,0.65,8
2004-08-08,8,8,2004,The Producers,St. James,Musical,12478,0.91,871475,0.84,8
2004-08-08,8,8,2004,Wicked,Gershwin,Musical,14472,1,1187804,1.03,8
2004-08-08,8,8,2004,Wonderful Town,Al Hirschfeld,Musical,6484,0.56,383050,0.4,8
2004-08-15,15,8,2004,42Nd Street '01,Ford Center,Musical,11282,0.78,610072,0.57,8
2004-08-15,15,8,2004,After The Fall,American Airlines,Play,5292,0.91,277699,0.78,8
2004-08-15,15,8,2004,Aida,Palace,Musical,11945,0.88,693809,0.75,8
2004-08-15,15,8,2004,Avenue Q,Golden,Musical,6340,1,501136,1.04,8
2004-08-15,15,8,2004,Beauty And The Beast,Lunt-Fontanne,Musical,10320,0.85,660849,0.78,8
2004-08-15,15,8,2004,Bombay Dreams,Broadway,Musical,7787,0.55,475251,0.43,8
2004-08-15,15,8,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5543,0.66,314090,0.42,8
2004-08-15,15,8,2004,Chicago,Ambassador,Musical,7957,0.92,496048,0.69,8
2004-08-15,15,8,2004,"Dracula, The Musical",Belasco,Musical,6520,0.79,313621,0.8,0
2004-08-15,15,8,2004,Fiddler On The Roof 04,Minskoff,Musical,8854,0.65,550101,0.51,8
2004-08-15,15,8,2004,Forever Tango '04,Shubert,Musical,4484,0.38,227851,0.27,8
2004-08-15,15,8,2004,Frozen,Circle In The Square,Play,2754,0.53,119901,0.3,8
2004-08-15,15,8,2004,Golda'S Balcony,Helen Hayes,Play,2641,0.56,107042,0.24,8
2004-08-15,15,8,2004,Hairspray,Neil Simon,Musical,10092,0.88,843638,0.87,8
2004-08-15,15,8,2004,I Am My Own Wife,Lyceum,Play,3324,0.59,186347,0.47,8
2004-08-15,15,8,2004,Little Shop Of Horrors,Virginia,Musical,6793,0.7,376054,0.45,8
2004-08-15,15,8,2004,Mamma Mia!,Cadillac Winter Garden,Musical,10411,0.87,885402,0.86,8
2004-08-15,15,8,2004,Marc Salem'S Mind Games,Lyceum,Special,494,0.69,19555,0.55,1
2004-08-15,15,8,2004,Movin' Out,Richard Rodgers,Musical,8933,0.84,628986,0.76,8
2004-08-15,15,8,2004,Rent,Nederlander,Musical,7396,0.78,378567,0.72,8
2004-08-15,15,8,2004,Sly Fox,Ethel Barrymore,Play,5826,0.69,324800,0.5,8
2004-08-15,15,8,2004,The Boy From Oz,Imperial,Musical,11465,1,1060942,1.11,8
2004-08-15,15,8,2004,The Frogs,Vivian Beaumont,Musical,7882,0.95,575116,0.76,8
2004-08-15,15,8,2004,The Lion King,New Amsterdam,Musical,14561,1.02,1168783,0.99,8
2004-08-15,15,8,2004,The Phantom Of The Opera,Majestic,Musical,12053,0.94,661893,0.66,8
2004-08-15,15,8,2004,The Producers,St. James,Musical,12102,0.89,836720,0.8,8
2004-08-15,15,8,2004,Wicked,Gershwin,Musical,14472,1,1190775,1.03,8
2004-08-15,15,8,2004,Wonderful Town,Al Hirschfeld,Musical,5816,0.51,348842,0.37,8
2004-08-22,22,8,2004,42Nd Street '01,Ford Center,Musical,10151,0.7,548415,0.51,8
2004-08-22,22,8,2004,After The Fall,American Airlines,Play,5045,0.87,264916,0.75,8
2004-08-22,22,8,2004,Aida,Palace,Musical,12395,0.91,725879,0.79,8
2004-08-22,22,8,2004,Avenue Q,Golden,Musical,6351,1,502779,1.05,8
2004-08-22,22,8,2004,Beauty And The Beast,Lunt-Fontanne,Musical,9555,0.79,604232,0.71,8
2004-08-22,22,8,2004,Bombay Dreams,Broadway,Musical,8139,0.58,480624,0.44,8
2004-08-22,22,8,2004,"Caroline, Or Change",Eugene O'Neill,Musical,5801,0.69,344726,0.46,8
2004-08-22,22,8,2004,Chicago,Ambassador,Musical,7693,0.89,474628,0.66,8
2004-08-22,22,8,2004,"Dracula, The Musical",Belasco,Musical,4454,0.54,269831,0.44,5
2004-08-22,22,8,2004,Fiddler On The Roof 04,Minskoff,Musical,8268,0.61,506150,0.47,8
2004-08-22,22,8,2004,Forever Tango '04,Shubert,Musical,4565,0.39,228737,0.27,8
2004-08-22,22,8,2004,Frozen,Circle In The Square,Play,3429,0.66,142081,0.36,8
2004-08-22,22,8,2004,Golda'S Balcony,Helen Hayes,Play,2754,0.58,105100,0.23,8
2004-08-22,22,8,2004,Hairspray,Neil Simon,Musical,9340,0.82,778624,0.8,8
2004-08-22,22,8,2004,I Am My Own Wife,Lyceum,Play,3080,0.55,165668,0.42,8
2004-08-22,22,8,2004,Little Shop Of Horrors,Virginia,Musical,6971,0.72,394213,0.47,8
2004-08-22,22,8,2004,Mamma Mia!,Cadillac Winter Garden,Musical,11122,0.93,908560,0.88,8
2004-08-22,22,8,2004,Marc Salem'S Mind Games,Lyceum,Special,529,0.74,23528,0.66,1
2004-08-22,22,8,2004,Movin' Out,Richard Rodgers,Musical,8471,0.8,587458,0.71,8
2004-08-22,22,8,2004,Rent,Nederlander,Musical,7009,0.74,354201,0.67,8
2004-08-22,22,8,2004,Sly Fox,Ethel Barrymore,Play,2924,0.35,137594,0.21,8
2004-08-22,22,8,2004,The Boy From Oz,Imperial,Musical,11466,1,1057937,1.11,8
2004-08-22,22,8,2004,The Frogs,Vivian Beaumont,Musical,7549,0.91,553056,0.73,8
2004-08-22,22,8,2004,The Lion King,New Amsterdam,Musical,14569,1.01,1169766,1.02,8
2004-08-22,22,8,2004,The Phantom Of The Opera,Majestic,Musical,11716,0.91,639223,0.64,8
2004-08-22,22,8,2004,The Producers,St. James,Musical,12417,0.91,839042,0.81,8
