date,date_day,date_month,date_year,show_name,show_theater,show_type,num_of_attendance,capacity_filled,revenue,percentage_of_poss_profit,num_of_performances
1997-06-01,1,6,1997,Miss Saigon,Broadway,Musical,9870,0.71,444172,NA,8
1997-06-01,1,6,1997,Once Upon A Mattress,Broadhurst,Musical,5393,0.59,202058,NA,8
1997-06-01,1,6,1997,Rent,Nederlander,Musical,9624,1.03,547940,NA,8
1997-06-01,1,6,1997,Smokey Joe'S Cafe,Virginia,Musical,6476,0.67,297062,NA,8
1997-06-01,1,6,1997,Steel Pier,Richard Rodgers,Musical,7670,0.71,360718,NA,8
1997-06-01,1,6,1997,The Gin Game,Lyceum,Play,3345,0.46,100291,NA,8
1997-06-01,1,6,1997,The King And I 96,Neil Simon,Musical,8316,0.79,422807,NA,8
1997-06-01,1,6,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,2744,0.57,118268,NA,8
1997-06-01,1,6,1997,The Life,Ethel Barrymore,Musical,6270,0.73,315447,NA,8
1997-06-01,1,6,1997,The Little Foxes,Vivian Beaumont,Play,5211,0.59,146701,NA,8
1997-06-01,1,6,1997,The Phantom Of The Opera,Majestic,Musical,12626,0.98,743591,NA,8
1997-06-01,1,6,1997,The Young Man From Atlanta,Longacre,Play,4694,0.54,111083,NA,8
1997-06-01,1,6,1997,Titanic,Lunt-Fontanne,Musical,10382,0.88,419327,NA,8
1997-06-01,1,6,1997,Victor/Victoria,Marquis,Musical,9385,0.73,535782,NA,8
1997-06-08,8,6,1997,A Doll'S House,Belasco,Play,6602,0.93,320338,0.96,7
1997-06-08,8,6,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,9948,0.77,523107,0.73,8
1997-06-08,8,6,1997,An American Daughter,Cort,Play,5764,0.67,191355,0.53,8
1997-06-08,8,6,1997,Annie,Martin Beck,Musical,8577,0.75,456186,0.64,8
1997-06-08,8,6,1997,Barrymore,Music Box,Play,6064,0.75,222572,0.72,8
1997-06-08,8,6,1997,Beauty And The Beast,Palace,Musical,10017,0.72,501991,0.68,8
1997-06-08,8,6,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8515,1,431560,0.84,8
1997-06-08,8,6,1997,Candide,Gershwin,Musical,8650,0.56,351470,0.44,8
1997-06-08,8,6,1997,Cats,Winter Garden,Musical,8724,0.74,380488,0.53,8
1997-06-08,8,6,1997,Chicago,Shubert,Musical,11805,1.01,637227,0.98,8
1997-06-08,8,6,1997,Defending The Caveman,Booth,Play,1829,0.39,64111,0.31,6
1997-06-08,8,6,1997,Dream: The Johnny Mercer Musical,Royale,Musical,5015,0.61,166974,0.34,8
1997-06-08,8,6,1997,Grease,Eugene O'Neill,Musical,5043,0.57,222641,0.45,8
1997-06-08,8,6,1997,Jekyll & Hyde,Plymouth,Musical,6633,0.78,390925,0.71,8
1997-06-08,8,6,1997,Les Miserables,Imperial,Musical,10487,0.93,493998,0.82,8
1997-06-08,8,6,1997,London Assurance,Criterion,Play,3908,0.98,153100,0.7,8
1997-06-08,8,6,1997,Master Class,Golden,Play,2906,0.52,77043,0.33,7
1997-06-08,8,6,1997,Miss Saigon,Broadway,Musical,9737,0.7,440009,0.7,8
1997-06-08,8,6,1997,Rent,Nederlander,Musical,9624,1.03,551174,1.04,8
1997-06-08,8,6,1997,Smokey Joe'S Cafe,Virginia,Musical,6977,0.72,317114,0.52,8
1997-06-08,8,6,1997,Steel Pier,Richard Rodgers,Musical,7895,0.73,394408,0.59,8
1997-06-08,8,6,1997,The Gin Game,Lyceum,Play,3153,0.43,103434,0.36,8
1997-06-08,8,6,1997,The King And I 96,Neil Simon,Musical,8479,0.81,450909,0.74,8
1997-06-08,8,6,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,3718,0.78,174742,0.67,8
1997-06-08,8,6,1997,The Life,Ethel Barrymore,Musical,6576,0.76,329126,0.56,8
1997-06-08,8,6,1997,The Little Foxes,Vivian Beaumont,Play,5764,0.65,161384,0.41,8
1997-06-08,8,6,1997,The Phantom Of The Opera,Majestic,Musical,12395,0.96,730494,0.99,8
1997-06-08,8,6,1997,The Young Man From Atlanta,Longacre,Play,5332,0.61,122204,0.4,8
1997-06-08,8,6,1997,Titanic,Lunt-Fontanne,Musical,11556,0.98,588664,0.82,8
1997-06-08,8,6,1997,Victor/Victoria,Marquis,Musical,10308,0.8,523406,0.65,8
1997-06-15,15,6,1997,A Doll'S House,Belasco,Play,6839,0.96,323256,0.96,7
1997-06-15,15,6,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,10477,0.81,528129,0.74,8
1997-06-15,15,6,1997,An American Daughter,Cort,Play,3831,0.44,147979,0.41,8
1997-06-15,15,6,1997,Annie,Martin Beck,Musical,8670,0.76,455660,0.64,8
1997-06-15,15,6,1997,Barrymore,Music Box,Play,6624,0.82,220985,0.72,8
1997-06-15,15,6,1997,Beauty And The Beast,Palace,Musical,11198,0.8,562115,0.76,8
1997-06-15,15,6,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8584,1.01,439450,0.86,8
1997-06-15,15,6,1997,Candide,Gershwin,Musical,8577,0.56,299398,0.38,8
1997-06-15,15,6,1997,Cats,Winter Garden,Musical,8053,0.68,356804,0.5,8
1997-06-15,15,6,1997,Chicago,Shubert,Musical,11809,1.01,625585,0.96,8
1997-06-15,15,6,1997,Defending The Caveman,Booth,Play,1836,0.39,62341,0.3,6
1997-06-15,15,6,1997,Dream: The Johnny Mercer Musical,Royale,Musical,4539,0.55,154572,0.31,8
1997-06-15,15,6,1997,Grease,Eugene O'Neill,Musical,6740,0.77,265384,0.53,8
1997-06-15,15,6,1997,Jekyll & Hyde,Plymouth,Musical,6582,0.77,391901,0.71,8
1997-06-15,15,6,1997,Les Miserables,Imperial,Musical,10247,0.91,462680,0.77,8
1997-06-15,15,6,1997,London Assurance,Criterion,Play,3964,0.99,151575,0.69,8
1997-06-15,15,6,1997,Master Class,Golden,Play,2116,0.53,60754,0.37,5
1997-06-15,15,6,1997,Miss Saigon,Broadway,Musical,9542,0.68,440008,0.7,8
1997-06-15,15,6,1997,Rent,Nederlander,Musical,9624,1.03,550713,1.04,8
1997-06-15,15,6,1997,Smokey Joe'S Cafe,Virginia,Musical,7087,0.73,318799,0.52,8
1997-06-15,15,6,1997,Steel Pier,Richard Rodgers,Musical,7225,0.67,350912,0.52,8
1997-06-15,15,6,1997,The Gin Game,Lyceum,Play,3402,0.47,100130,0.35,8
1997-06-15,15,6,1997,The King And I 96,Neil Simon,Musical,8694,0.83,456966,0.75,8
1997-06-15,15,6,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,3553,0.74,174182,0.67,8
1997-06-15,15,6,1997,The Life,Ethel Barrymore,Musical,6834,0.79,351084,0.59,8
1997-06-15,15,6,1997,The Little Foxes,Vivian Beaumont,Play,5259,0.6,155014,0.39,8
1997-06-15,15,6,1997,The Phantom Of The Opera,Majestic,Musical,12656,0.98,741790,1,8
1997-06-15,15,6,1997,Titanic,Lunt-Fontanne,Musical,11697,0.99,616801,0.86,8
1997-06-15,15,6,1997,Victor/Victoria,Marquis,Musical,9972,0.78,395670,0.49,8
1997-06-22,22,6,1997,A Doll'S House,Belasco,Play,7082,0.99,337174,1.01,7
1997-06-22,22,6,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,12110,0.94,601539,0.84,8
1997-06-22,22,6,1997,An American Daughter,Cort,Play,4203,0.49,156545,0.44,8
1997-06-22,22,6,1997,Annie,Martin Beck,Musical,9143,0.8,468437,0.66,8
1997-06-22,22,6,1997,Barrymore,Music Box,Play,7407,0.92,241354,0.78,8
1997-06-22,22,6,1997,Beauty And The Beast,Palace,Musical,11777,0.85,594822,0.81,8
1997-06-22,22,6,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8656,1.02,438476,0.86,8
1997-06-22,22,6,1997,Candide,Gershwin,Musical,10153,0.66,342226,0.43,8
1997-06-22,22,6,1997,Cats,Winter Garden,Musical,9305,0.78,388385,0.54,8
1997-06-22,22,6,1997,Chicago,Shubert,Musical,11769,1.01,633244,0.97,8
1997-06-22,22,6,1997,Defending The Caveman,Booth,Play,2564,0.55,92741,0.44,6
1997-06-22,22,6,1997,Dream: The Johnny Mercer Musical,Royale,Musical,4739,0.57,169765,0.34,8
1997-06-22,22,6,1997,Forever Tango '97,Walter Kerr,Special,4188,0.56,159678,0.35,4
1997-06-22,22,6,1997,Grease,Eugene O'Neill,Musical,8122,0.92,327966,0.66,8
1997-06-22,22,6,1997,Jekyll & Hyde,Plymouth,Musical,7284,0.85,429794,0.78,8
1997-06-22,22,6,1997,Les Miserables,Imperial,Musical,10787,0.95,507153,0.84,8
1997-06-22,22,6,1997,London Assurance,Criterion,Play,3992,1,149483,0.68,8
1997-06-22,22,6,1997,Master Class,Golden,Play,3706,0.67,105038,0.45,7
1997-06-22,22,6,1997,Miss Saigon,Broadway,Musical,9779,0.7,440432,0.7,8
1997-06-22,22,6,1997,Rent,Nederlander,Musical,9624,1.03,550346,1.04,8
1997-06-22,22,6,1997,Smokey Joe'S Cafe,Virginia,Musical,9151,0.94,376583,0.62,8
1997-06-22,22,6,1997,Steel Pier,Richard Rodgers,Musical,8418,0.78,424113,0.63,8
1997-06-22,22,6,1997,The Gin Game,Lyceum,Play,3669,0.51,104020,0.36,8
1997-06-22,22,6,1997,The King And I 96,Neil Simon,Musical,9124,0.87,484849,0.8,8
1997-06-22,22,6,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4120,0.86,203409,0.78,8
1997-06-22,22,6,1997,The Life,Ethel Barrymore,Musical,7336,0.85,373628,0.63,8
1997-06-22,22,6,1997,The Phantom Of The Opera,Majestic,Musical,12496,0.97,745675,1.01,8
1997-06-22,22,6,1997,Titanic,Lunt-Fontanne,Musical,11699,0.99,654858,0.92,8
1997-06-22,22,6,1997,Victor/Victoria,Marquis,Musical,11305,0.88,453131,0.56,8
1997-06-29,29,6,1997,A Doll'S House,Belasco,Play,6895,0.97,333029,0.99,7
1997-06-29,29,6,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,11811,0.91,609347,0.85,8
1997-06-29,29,6,1997,An American Daughter,Cort,Play,5148,0.6,183704,0.51,8
1997-06-29,29,6,1997,Annie,Martin Beck,Musical,9481,0.83,480017,0.67,8
1997-06-29,29,6,1997,Barrymore,Music Box,Play,7239,0.9,240771,0.78,8
1997-06-29,29,6,1997,Beauty And The Beast,Palace,Musical,12677,0.91,634855,0.86,8
1997-06-29,29,6,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8681,1.02,440205,0.86,8
1997-06-29,29,6,1997,Candide,Gershwin,Musical,8493,0.55,282487,0.35,8
1997-06-29,29,6,1997,Cats,Winter Garden,Musical,10560,0.89,485469,0.68,8
1997-06-29,29,6,1997,Chicago,Shubert,Musical,11779,1.01,640986,0.99,8
1997-06-29,29,6,1997,Dream: The Johnny Mercer Musical,Royale,Musical,4787,0.58,160181,0.32,8
1997-06-29,29,6,1997,Forever Tango '97,Walter Kerr,Special,5714,0.77,232520,0.51,8
1997-06-29,29,6,1997,Grease,Eugene O'Neill,Musical,8358,0.95,338448,0.68,8
1997-06-29,29,6,1997,Jekyll & Hyde,Plymouth,Musical,7174,0.84,424392,0.77,8
1997-06-29,29,6,1997,Les Miserables,Imperial,Musical,10931,0.97,521394,0.86,8
1997-06-29,29,6,1997,London Assurance,Criterion,Play,3709,0.93,131415,0.6,8
1997-06-29,29,6,1997,Master Class,Golden,Play,3795,0.68,109515,0.47,7
1997-06-29,29,6,1997,Miss Saigon,Broadway,Musical,10340,0.74,472335,0.75,8
1997-06-29,29,6,1997,Rent,Nederlander,Musical,9624,1.03,551848,1.04,8
1997-06-29,29,6,1997,Smokey Joe'S Cafe,Virginia,Musical,8045,0.83,362441,0.59,8
1997-06-29,29,6,1997,Steel Pier,Richard Rodgers,Musical,8860,0.82,388037,0.58,8
1997-06-29,29,6,1997,The Gin Game,Lyceum,Play,3841,0.53,107271,0.37,8
1997-06-29,29,6,1997,The King And I 96,Neil Simon,Musical,9104,0.87,452921,0.75,8
1997-06-29,29,6,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4133,0.87,204579,0.79,8
1997-06-29,29,6,1997,The Life,Ethel Barrymore,Musical,7172,0.83,368315,0.62,8
1997-06-29,29,6,1997,The Phantom Of The Opera,Majestic,Musical,12444,0.97,745893,1.01,8
1997-06-29,29,6,1997,Titanic,Lunt-Fontanne,Musical,11568,0.98,665745,0.93,8
1997-06-29,29,6,1997,Victor/Victoria,Marquis,Musical,10568,0.83,436015,0.54,8
1997-07-06,6,7,1997,A Doll'S House,Belasco,Play,6568,0.92,307892,0.92,7
1997-07-06,6,7,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,10927,0.97,537533,0.86,7
1997-07-06,6,7,1997,Annie,Martin Beck,Musical,8831,0.78,397588,0.56,8
1997-07-06,6,7,1997,Barrymore,Music Box,Play,5047,0.71,179275,0.66,7
1997-07-06,6,7,1997,Beauty And The Beast,Palace,Musical,11248,0.81,554941,0.75,8
1997-07-06,6,7,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8620,1.01,441769,0.86,8
1997-07-06,6,7,1997,Candide,Gershwin,Musical,9577,0.62,214591,0.27,8
1997-07-06,6,7,1997,Cats,Winter Garden,Musical,9675,0.82,443137,0.62,8
1997-07-06,6,7,1997,Chicago,Shubert,Musical,11773,1.01,654330,1.01,8
1997-07-06,6,7,1997,Dream: The Johnny Mercer Musical,Royale,Musical,4884,0.59,160739,0.32,8
1997-07-06,6,7,1997,Forever Tango '97,Walter Kerr,Special,5354,0.72,222728,0.48,8
1997-07-06,6,7,1997,Grease,Eugene O'Neill,Musical,6157,0.7,269960,0.54,8
1997-07-06,6,7,1997,Jekyll & Hyde,Plymouth,Musical,7929,0.93,418734,0.76,8
1997-07-06,6,7,1997,Les Miserables,Imperial,Musical,10537,0.93,435490,0.72,8
1997-07-06,6,7,1997,Miss Saigon,Broadway,Musical,10534,0.76,446936,0.71,8
1997-07-06,6,7,1997,Rent,Nederlander,Musical,9624,1.03,557684,1.05,8
1997-07-06,6,7,1997,Smokey Joe'S Cafe,Virginia,Musical,6851,0.71,293733,0.48,8
1997-07-06,6,7,1997,The King And I 96,Neil Simon,Musical,7436,0.71,346702,0.57,8
1997-07-06,6,7,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4128,0.86,198811,0.77,8
1997-07-06,6,7,1997,The Life,Ethel Barrymore,Musical,7314,0.85,350233,0.59,8
1997-07-06,6,7,1997,The Phantom Of The Opera,Majestic,Musical,11100,0.86,677213,0.92,8
1997-07-06,6,7,1997,Titanic,Lunt-Fontanne,Musical,11376,0.96,619080,0.87,8
1997-07-06,6,7,1997,Victor/Victoria,Marquis,Musical,6834,0.53,314609,0.39,8
1997-07-13,13,7,1997,A Doll'S House,Belasco,Play,6593,0.93,317142,0.95,7
1997-07-13,13,7,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,11995,0.93,618165,0.99,8
1997-07-13,13,7,1997,Annie,Martin Beck,Musical,6909,0.61,385024,0.54,8
1997-07-13,13,7,1997,Barrymore,Music Box,Play,5698,0.81,213680,0.69,7
1997-07-13,13,7,1997,Beauty And The Beast,Palace,Musical,12942,0.93,620404,0.84,8
1997-07-13,13,7,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8650,1.02,443190,0.87,8
1997-07-13,13,7,1997,Candide,Gershwin,Musical,9335,0.61,275017,0.34,8
1997-07-13,13,7,1997,Cats,Winter Garden,Musical,10220,0.86,472010,0.66,8
1997-07-13,13,7,1997,Chicago,Shubert,Musical,11780,1.01,651151,1,8
1997-07-13,13,7,1997,Forever Tango '97,Walter Kerr,Special,6360,0.86,268058,0.58,8
1997-07-13,13,7,1997,Grease,Eugene O'Neill,Musical,6457,0.74,294705,0.59,8
1997-07-13,13,7,1997,Jekyll & Hyde,Plymouth,Musical,7889,0.93,446136,0.81,8
1997-07-13,13,7,1997,Les Miserables,Imperial,Musical,10572,0.94,483432,0.8,8
1997-07-13,13,7,1997,Miss Saigon,Broadway,Musical,10704,0.77,459585,0.73,8
1997-07-13,13,7,1997,Rent,Nederlander,Musical,9624,1.03,558503,1.06,8
1997-07-13,13,7,1997,Smokey Joe'S Cafe,Virginia,Musical,6807,0.7,323114,0.53,8
1997-07-13,13,7,1997,The Gin Game,Lyceum,Play,4546,0.63,108306,0.37,8
1997-07-13,13,7,1997,The King And I 96,Neil Simon,Musical,9007,0.86,381713,0.63,8
1997-07-13,13,7,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4140,0.87,205662,0.79,8
1997-07-13,13,7,1997,The Life,Ethel Barrymore,Musical,6991,0.81,349093,0.59,8
1997-07-13,13,7,1997,The Phantom Of The Opera,Majestic,Musical,12322,0.96,748579,1.01,8
1997-07-13,13,7,1997,Titanic,Lunt-Fontanne,Musical,11375,0.96,642182,0.9,8
1997-07-13,13,7,1997,Victor/Victoria,Marquis,Musical,7779,0.61,363788,0.45,8
1997-07-20,20,7,1997,A Doll'S House,Belasco,Play,6385,0.9,307659,0.92,7
1997-07-20,20,7,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,5923,0.46,247949,0.4,8
1997-07-20,20,7,1997,Annie,Martin Beck,Musical,7608,0.67,395689,0.56,8
1997-07-20,20,7,1997,Barrymore,Music Box,Play,4617,0.65,169976,0.55,7
1997-07-20,20,7,1997,Beauty And The Beast,Palace,Musical,11747,0.84,639045,0.87,8
1997-07-20,20,7,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8673,1.02,445533,0.87,8
1997-07-20,20,7,1997,Candide,Gershwin,Musical,8274,0.54,233455,0.29,8
1997-07-20,20,7,1997,Cats,Winter Garden,Musical,10494,0.89,482901,0.67,8
1997-07-20,20,7,1997,Chicago,Shubert,Musical,11764,1.01,651156,1,8
1997-07-20,20,7,1997,Forever Tango '97,Walter Kerr,Special,6648,0.9,298883,0.65,8
1997-07-20,20,7,1997,Grease,Eugene O'Neill,Musical,6766,0.77,303919,0.61,8
1997-07-20,20,7,1997,Jekyll & Hyde,Plymouth,Musical,7239,0.85,441948,0.8,8
1997-07-20,20,7,1997,Les Miserables,Imperial,Musical,10813,0.96,507704,0.84,8
1997-07-20,20,7,1997,Miss Saigon,Broadway,Musical,11365,0.82,479731,0.76,8
1997-07-20,20,7,1997,Rent,Nederlander,Musical,9624,1.03,561231,1.06,8
1997-07-20,20,7,1997,Smokey Joe'S Cafe,Virginia,Musical,6625,0.68,307121,0.5,8
1997-07-20,20,7,1997,The Gin Game,Lyceum,Play,4221,0.58,107907,0.37,8
1997-07-20,20,7,1997,The King And I 96,Neil Simon,Musical,8393,0.8,389914,0.64,8
1997-07-20,20,7,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4257,0.89,204636,0.79,8
1997-07-20,20,7,1997,The Life,Ethel Barrymore,Musical,7125,0.83,361380,0.61,8
1997-07-20,20,7,1997,The Phantom Of The Opera,Majestic,Musical,12269,0.95,746288,1.01,8
1997-07-20,20,7,1997,Titanic,Lunt-Fontanne,Musical,11758,1,676507,0.95,8
1997-07-20,20,7,1997,Victor/Victoria,Marquis,Musical,7666,0.6,338803,0.42,8
1997-07-27,27,7,1997,1776,Criterion,Musical,3986,1,174787,0.67,0
1997-07-27,27,7,1997,A Doll'S House,Belasco,Play,6598,0.93,319840,0.95,7
1997-07-27,27,7,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,7669,0.59,296934,0.48,8
1997-07-27,27,7,1997,Annie,Martin Beck,Musical,7564,0.66,410908,0.58,8
1997-07-27,27,7,1997,Barrymore,Music Box,Play,4914,0.61,178226,0.58,8
1997-07-27,27,7,1997,Beauty And The Beast,Palace,Musical,11512,0.83,625582,0.85,8
1997-07-27,27,7,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8725,1.03,443718,0.87,8
1997-07-27,27,7,1997,Candide,Gershwin,Musical,9148,0.59,246223,0.31,8
1997-07-27,27,7,1997,Cats,Winter Garden,Musical,10934,0.92,514635,0.72,8
1997-07-27,27,7,1997,Chicago,Shubert,Musical,11804,1.01,661552,1.02,8
1997-07-27,27,7,1997,Forever Tango '97,Walter Kerr,Special,6431,0.87,303892,0.66,8
1997-07-27,27,7,1997,Grease,Eugene O'Neill,Musical,7901,0.9,342097,0.68,8
1997-07-27,27,7,1997,Jekyll & Hyde,Plymouth,Musical,7241,0.85,447166,0.81,8
1997-07-27,27,7,1997,Les Miserables,Imperial,Musical,10671,0.94,511568,0.85,8
1997-07-27,27,7,1997,Miss Saigon,Broadway,Musical,11741,0.84,513900,0.82,8
1997-07-27,27,7,1997,Rent,Nederlander,Musical,9624,1.03,560701,1.06,8
1997-07-27,27,7,1997,Smokey Joe'S Cafe,Virginia,Musical,7394,0.76,332974,0.54,8
1997-07-27,27,7,1997,The Gin Game,Lyceum,Play,3821,0.53,105463,0.36,8
1997-07-27,27,7,1997,The King And I 96,Neil Simon,Musical,8734,0.83,404199,0.67,8
1997-07-27,27,7,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4232,0.89,208802,0.8,8
1997-07-27,27,7,1997,The Life,Ethel Barrymore,Musical,7145,0.83,365301,0.62,8
1997-07-27,27,7,1997,The Phantom Of The Opera,Majestic,Musical,13040,1.01,795770,1.08,8
1997-07-27,27,7,1997,Titanic,Lunt-Fontanne,Musical,11777,1,690588,0.97,8
1997-07-27,27,7,1997,Victor/Victoria,Marquis,Musical,7975,0.62,379259,0.47,8
1997-08-03,3,8,1997,1776,Criterion,Musical,3992,1,171818,0.66,0
1997-08-03,3,8,1997,A Doll'S House,Belasco,Play,3497,0.86,159506,0.83,4
1997-08-03,3,8,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,9017,0.7,350477,0.56,8
1997-08-03,3,8,1997,Annie,Martin Beck,Musical,7631,0.67,412575,0.58,8
1997-08-03,3,8,1997,Barrymore,Music Box,Play,5286,0.65,195007,0.63,8
1997-08-03,3,8,1997,Beauty And The Beast,Palace,Musical,11763,0.85,636386,0.86,8
1997-08-03,3,8,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8652,1.02,445066,0.87,8
1997-08-03,3,8,1997,Cats,Winter Garden,Musical,11285,0.95,537955,0.75,8
1997-08-03,3,8,1997,Chicago,Shubert,Musical,11805,1.01,665169,1.02,8
1997-08-03,3,8,1997,Forever Tango '97,Walter Kerr,Special,6343,0.85,294407,0.64,8
1997-08-03,3,8,1997,Grease,Eugene O'Neill,Musical,8080,0.92,364039,0.73,8
1997-08-03,3,8,1997,Jekyll & Hyde,Plymouth,Musical,7967,0.94,458364,0.83,8
1997-08-03,3,8,1997,Les Miserables,Imperial,Musical,11030,0.98,527808,0.87,8
1997-08-03,3,8,1997,Miss Saigon,Broadway,Musical,11759,0.84,512522,0.81,8
1997-08-03,3,8,1997,Rent,Nederlander,Musical,9624,1.03,561153,1.06,8
1997-08-03,3,8,1997,Smokey Joe'S Cafe,Virginia,Musical,7498,0.77,343895,0.56,8
1997-08-03,3,8,1997,The Gin Game,Lyceum,Play,4302,0.59,111129,0.38,8
1997-08-03,3,8,1997,The King And I 96,Neil Simon,Musical,9578,0.91,443012,0.73,8
1997-08-03,3,8,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4312,0.9,216118,0.83,8
1997-08-03,3,8,1997,The Life,Ethel Barrymore,Musical,7737,0.9,381455,0.64,8
1997-08-03,3,8,1997,The Phantom Of The Opera,Majestic,Musical,12872,1,789646,1.07,8
1997-08-03,3,8,1997,Titanic,Lunt-Fontanne,Musical,11786,1,712088,1,8
1997-08-10,10,8,1997,1776,Criterion,Musical,3928,0.98,162952,0.63,0
1997-08-10,10,8,1997,A Doll'S House,Belasco,Play,5710,0.8,269187,0.8,7
1997-08-10,10,8,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,9475,0.73,357009,0.57,8
1997-08-10,10,8,1997,Annie,Martin Beck,Musical,7936,0.7,420764,0.59,8
1997-08-10,10,8,1997,Barrymore,Music Box,Play,4497,0.64,167203,0.62,7
1997-08-10,10,8,1997,Beauty And The Beast,Palace,Musical,11457,0.82,615987,0.84,8
1997-08-10,10,8,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8691,1.02,448412,0.88,8
1997-08-10,10,8,1997,Cats,Winter Garden,Musical,11623,0.98,547581,0.76,8
1997-08-10,10,8,1997,Chicago,Shubert,Musical,11778,1.01,661871,1.02,8
1997-08-10,10,8,1997,Forever Tango '97,Walter Kerr,Special,6463,0.87,297381,0.65,8
1997-08-10,10,8,1997,Grease,Eugene O'Neill,Musical,8490,0.97,390150,0.78,8
1997-08-10,10,8,1997,Jekyll & Hyde,Plymouth,Musical,7962,0.93,492717,0.9,8
1997-08-10,10,8,1997,Les Miserables,Imperial,Musical,11066,0.98,543328,0.9,8
1997-08-10,10,8,1997,Miss Saigon,Broadway,Musical,13043,0.94,547209,0.87,8
1997-08-10,10,8,1997,Rent,Nederlander,Musical,9624,1.03,562194,1.06,8
1997-08-10,10,8,1997,Smokey Joe'S Cafe,Virginia,Musical,8419,0.87,379143,0.62,8
1997-08-10,10,8,1997,The Gin Game,Lyceum,Play,4729,0.65,121336,0.42,8
1997-08-10,10,8,1997,The King And I 96,Neil Simon,Musical,9307,0.89,430066,0.71,8
1997-08-10,10,8,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4233,0.89,215241,0.83,8
1997-08-10,10,8,1997,The Life,Ethel Barrymore,Musical,7998,0.93,404877,0.68,8
1997-08-10,10,8,1997,The Phantom Of The Opera,Majestic,Musical,12728,0.99,775182,1.05,8
1997-08-10,10,8,1997,Titanic,Lunt-Fontanne,Musical,11759,1,713806,1,8
1997-08-17,17,8,1997,1776,Criterion,Musical,3483,0.87,150195,0.58,5
1997-08-17,17,8,1997,A Doll'S House,Belasco,Play,6717,0.94,295590,0.88,7
1997-08-17,17,8,1997,A Funny Thing Happened On The Way To The Forum,St. James,Musical,10259,0.79,400218,0.64,8
1997-08-17,17,8,1997,Annie,Martin Beck,Musical,7767,0.68,413086,0.58,8
1997-08-17,17,8,1997,Barrymore,Music Box,Play,4177,0.59,156701,0.58,7
1997-08-17,17,8,1997,Beauty And The Beast,Palace,Musical,12082,0.87,654903,0.89,8
1997-08-17,17,8,1997,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8700,1.02,453088,0.89,8
1997-08-17,17,8,1997,Cats,Winter Garden,Musical,11592,0.98,559582,0.78,8
1997-08-17,17,8,1997,Chicago,Shubert,Musical,11803,1.01,662454,1.02,8
1997-08-17,17,8,1997,Forever Tango '97,Walter Kerr,Special,6347,0.85,282783,0.62,8
1997-08-17,17,8,1997,Grease,Eugene O'Neill,Musical,8576,0.98,396802,0.79,8
1997-08-17,17,8,1997,Jekyll & Hyde,Plymouth,Musical,8054,0.95,496832,0.9,8
1997-08-17,17,8,1997,Les Miserables,Imperial,Musical,11184,0.99,547747,0.91,8
1997-08-17,17,8,1997,Miss Saigon,Broadway,Musical,13622,0.98,565980,0.9,8
1997-08-17,17,8,1997,Rent,Nederlander,Musical,9624,1.03,563268,1.07,8
1997-08-17,17,8,1997,Smokey Joe'S Cafe,Virginia,Musical,8341,0.86,385954,0.63,8
1997-08-17,17,8,1997,The Gin Game,Lyceum,Play,5094,0.7,127759,0.44,8
1997-08-17,17,8,1997,The King And I 96,Neil Simon,Musical,9159,0.87,428447,0.71,8
1997-08-17,17,8,1997,The Last Night Of Ballyhoo,Helen Hayes,Play,4242,0.89,214887,0.83,8
1997-08-17,17,8,1997,The Life,Ethel Barrymore,Musical,7746,0.9,408614,0.69,8
