show_name,show_theater,show_type,num_of_attendance,capacity_filled,revenue,percentage_of_poss_profit,num_of_performances
The Heidi Chronicles 2015,Music Box,Play,50970,0.636,3257022,0.365,53
The Heiress '12,Walter Kerr,Play,105465,0.7794736842105263,9604456,0.6010526315789474,117
The Herbal Bed,Eugene O'Neill,Play,13851,0.35,371767,0.222,13
The History Boys,Broadhurst,Play,216917,0.9636,16775002,0.9116,185
The Homecoming 07,Cort,Play,75092,0.4573684210526316,4267706,0.3510526315789474,137
The House Of Blue Leaves '11,Walter Kerr,Play,74693,0.8575,5707721,0.5975,72
The Humans,Helen Hayes,Play,120065,0.9317857142857143,11515021,0.7242857142857143,189
The Humans,Schoenfeld,Play,120065,0.9317857142857143,11515021,0.7242857142857143,189
The Illusionists - Live On Broadway,Neil Simon,Special,64713,0.7228571428571429,6785761,0.6414285714285713,64
The Illusionists - Witness The Impossible,Marquis,Special,76365,0.8783333333333333,8157068,0.75,45
The Importance Of Being Earnest,American Airlines,Play,122818,0.7560714285714286,8012925,0.4267857142857143,189
The Invention Of Love,Lyceum,Play,104598,0.8294444444444444,3918862,0.5827777777777778,108
The Judas Kiss,Broadhurst,Play,99964,0.7613333333333334,4629082,0.616,103
The King And I 2015,Vivian Beaumont,Musical,494187,0.8776470588235294,57045053,0.7120588235294117,499
The King And I 96,Neil Simon,Musical,815079,0.8525274725274725,42863180,0.27296703296703295,728
The Last Night Of Ballyhoo,Helen Hayes,Play,243216,0.7015068493150685,11548547,0.49753424657534245,556
The Last Ship,Neil Simon,Musical,131411,0.7317647058823529,11156287,0.5417647058823529,105
The Lieutenant Of Inishmore,Lyceum,Play,76621,0.5995,3808107,0.4105,142
The Life,Ethel Barrymore,Musical,384256,0.7318032786885246,18961995,0.4757377049180328,466
The Light In The Piazza,Vivian Beaumont,Musical,420433,0.7480882352941177,28777131,0.555,504
The Lion In Winter,Criterion,Play,51829,0.904,2099821,0.604,93
The Lion King,New Amsterdam,Musical,13207871,0.9768877551020408,1289388835,0.9704081632653062,7803
The Lion King,Minskoff,Musical,13207871,0.9768877551020408,1289388835,0.9704081632653062,7803
The Little Dog Laughed,Cort,Play,68122,0.4694117647058823,3345956,0.36294117647058827,112
The Little Foxes,Vivian Beaumont,Play,65952,0.7209090909090909,1759936,0.07272727272727272,57
The Little Mermaid,Lunt-Fontanne,Musical,986179,0.887127659574468,82993600,0.8196808510638297,685
The Lonesome West,Lyceum,Play,20296,0.34375,619334,0.235,55
The Look Of Love,Brooks Atkinson,Musical,59883,0.6909090909090909,2344600,0.34909090909090906,49
The Lyons,Cort,Play,57421,0.5276923076923077,2509091,0.22384615384615383,80
The Man Who Came To Dinner,American Airlines,Play,79268,0.9146666666666667,3854225,0.7433333333333333,85
The Man Who Had All The Luck,American Airlines,Play,57457,0.9109090909090909,2610518,0.6990909090909091,70
The Miracle Worker,Circle In The Square,Play,36610,0.81,1687067,0.345,38
The Motherf**Ker With The Hat,Schoenfeld,Play,130240,0.8638888888888888,10451323,0.5961111111111111,112
The Mountaintop,Jacobs,Play,123293,0.8222222222222223,10864181,0.6172222222222222,117
The Music Man,Neil Simon,Musical,745575,0.7746153846153847,45976995,0.6967032967032967,699
The Mystery Of Charles Dickens,Belasco,Play,7526,0.26,253992,0.16,20
The Mystery Of Edwin Drood '12,Studio 54,Musical,122792,0.7480952380952381,7191342,0.3719047619047619,136
The Nance,Lyceum,Play,112339,0.7480952380952381,8563126,0.5404761904761906,136
The Normal Heart,Golden,Play,67970,0.8816666666666667,4237705,0.5408333333333334,86
The Norman Conquests,Circle In The Square,Play,75224,0.75625,4229582,0.410625,109
The Odd Couple 05,Brooks Atkinson,Play,296923,0.9945714285714286,28938436,0.9834285714285714,249
The Old Neighborhood,Booth,Play,111014,0.6888461538461539,3820480,0.48307692307692307,197
The Other Place,Friedman,Play,49929,0.815,2876466,0.4083333333333334,61
The Pajama Game,American Airlines,Musical,120528,0.9786363636363636,8885204,0.8895454545454545,129
The Pee-Wee Herman Show,Stephen Sondheim,Play,64173,0.758,6296959,0.6409999999999999,62
The People In The Picture,Studio 54,Musical,56633,0.6308333333333334,2469422,0.25916666666666666,60
The Performers,Longacre,Play,19860,0.61,737219,0.255,6
The Phantom Of The Opera,Majestic,Musical,11582362,0.8575403608736941,790512187,0.6502659069325736,8400
The Philanthropist,American Airlines,Play,49691,0.7366666666666667,2463705,0.37083333333333335,73
The Pillowman,Booth,Play,137521,0.84,8946186,0.7769230769230769,185
The Pirate Queen,Hilton Theatre,Musical,149476,0.7133333333333333,9054539,0.4666666666666666,85
The Pitmen Painters,Friedman,Play,48162,0.7123076923076923,2531130,0.3423076923076923,86
The Play What I Wrote,Lyceum,Play,63237,0.6113333333333333,2530951,0.42200000000000004,89
The Price 99,Royale,Play,90661,0.5647368421052632,3013098,0.5042105263157894,128
The Producers,St. James,Musical,3672795,0.8490251572327044,288361724,0.8725786163522012,2502
The Rainmaker,Brooks Atkinson,Play,88453,0.8292857142857143,3321242,0.7714285714285714,82
The Rascals: Once Upon A Dream,Richard Rodgers,Special,18432,0.92,2245793,0.8933333333333333,14
The Real Thing '00,Ethel Barrymore,Play,116022,0.6825,5645810,0.5765,136
The Real Thing 2014,American Airlines,Play,75040,0.937857142857143,6214364,0.7264285714285714,76
The Realistic Joneses,Lyceum,Play,95429,0.8288235294117646,8209761,0.691764705882353,105
The Retreat From Moscow,Booth,Play,89666,0.6677272727272726,4496405,0.4781818181818182,147
The Ride Down Mt. Morgan,Ambassador,Play,99678,0.6244444444444445,3948515,0.43333333333333335,121
The Ritz,Studio 54,Play,75147,0.7530769230769231,3438536,0.43,69
The Rivals,Vivian Beaumont,Play,46130,0.6355555555555555,2275152,0.38888888888888884,45
The Road To Mecca,American Airlines,Play,42360,0.6433333333333333,2082656,0.2825,56
The Rocky Horror Show,Circle In The Square,Musical,268017,0.832542372881356,13431400,0.5433898305084746,437
The Rose Tattoo,Circle In The Square,Play,40801,0.67,1039948,0.5954545454545455,73
The Royal Family,Friedman,Play,53252,0.7953846153846154,2627586,0.3992307692307692,77
The Scarlet Pimpernel,Minskoff,Musical,924543,0.6847572815533981,40692704,0.4955339805825243,772
The Scarlet Pimpernel,Neil Simon,Musical,924543,0.6847572815533981,40692704,0.4955339805825243,772
The Scottsboro Boys,Lyceum,Musical,52266,0.74,2750411,0.365,49
The Seafarer,Booth,Play,76919,0.632,4512348,0.43200000000000005,133
The Seagull 08,Walter Kerr,Play,85825,0.8085714285714286,6430741,0.6764285714285714,94
The Search For Signs Of Intelligent Life In The Universe 00,Booth,Play,114278,0.7717857142857143,5562894,0.6521428571428571,184
The Shadow Box,Circle In The Square,Play,27956,0.5777777777777778,636598,0.2911111111111111,49
The Sisters Rosensweig,Ethel Barrymore,Play,510634,0.8125,19086077,0.6947222222222222,556
The Smell Of The Kill,Helen Hayes,Play,17858,0.51125,533380,0.2225,40
The Snow Geese,Friedman,Play,44083,0.7981818181818181,2376183,0.38727272727272727,60
The Sound Of Music,Martin Beck,Musical,642006,0.7831944444444444,34483971,0.65,533
The Story Of My Life,Booth,Musical,6628,0.35333333333333333,264611,0.14666666666666667,5
The Sunshine Boys,Lyceum,Play,127504,0.5761290322580644,5023827,0.4741935483870968,230
The Tale Of The Allergist'S Wife,Ethel Barrymore,Play,612691,0.7293069306930693,29310727,0.5928712871287128,777
The Tempest,Broadhurst,Play,91218,0.8391666666666667,4609277,0.7775,70
The Temptations And The Four Tops On Broadway,Palace,Special,8780,0.75,819461,0.63,7
The Testament Of Mary,Walter Kerr,Play,32424,0.8,1279803,0.285,16
The Threepenny Opera,Studio 54,Musical,98279,0.8978571428571429,5806155,0.7335714285714287,77
The Times They Are A-Changin',Brooks Atkinson,Musical,50023,0.81375,2636161,0.4925,28
The Trip To Bountiful,Stephen Sondheim,Play,158164,0.7089655172413794,13498945,0.5237931034482759,187
The Velocity Of Autumn,Booth,Play,19293,0.6659999999999999,544617,0.152,16
The Vertical Hour,Music Box,Play,104375,0.7572222222222222,7308875,0.6311111111111112,117
The Violet Hour,Biltmore,Play,39431,0.7909999999999999,2037981,0.589,54
The Visit 2015,Lyceum,Musical,53725,0.6466666666666667,2432521,0.2758333333333333,61
The Wedding Singer,Al Hirschfeld,Musical,301613,0.67875,19995744,0.46299999999999997,285
The Weir,Walter Kerr,Play,179837,0.6619444444444444,6874875,0.48833333333333334,277
The Wild Party,Virginia,Musical,79170,0.6314285714285715,3919522,0.43428571428571433,68
The Winslow Boy,American Airlines,Play,42745,0.6790909090909091,2392300,0.3281818181818182,53
The Woman In White,Marquis,Musical,152490,0.7482352941176471,10445368,0.6158823529411764,109
The Women,American Airlines,Play,77827,0.9614285714285714,4183178,0.7985714285714286,77
The Year Of Magical Thinking,Booth,Play,100961,0.7745833333333333,7293267,0.675,144
The Young Man From Atlanta,Longacre,Play,50356,0.4546153846153846,1340187,0.03076923076923077,84
This Is Our Youth,Cort,Play,112415,0.6659999999999999,7229324,0.47,133
Thoroughly Modern Millie,Marquis,Musical,1193581,0.8079661016949153,75616509,0.6485593220338983,903
Thou Shalt Not,Plymouth,Musical,85740,0.7053333333333334,3894953,0.4306666666666667,85
Thurgood,Booth,Play,80291,0.7157894736842105,4613166,0.5036842105263158,126
Time Stands Still,Friedman,Play,154459,0.7516129032258064,10428041,0.49032258064516127,193
Time Stands Still,Cort,Play,154459,0.7516129032258064,10428041,0.49032258064516127,193
Titanic,Lunt-Fontanne,Musical,1065828,0.8708571428571429,57150546,0.7177142857142857,804
Title Of Show,Lyceum,Musical,47894,0.45866666666666667,2188129,0.29533333333333334,102
To Be Or Not To Be,Friedman,Play,21960,0.46888888888888886,1166048,0.27444444444444444,40
Tommy,St. James,Musical,6007,0.47,229369,0.35,8
Top Girls,Biltmore,Play,41199,0.7281818181818182,2211556,0.4445454545454545,63
Topdog / Underdog,Ambassador,Play,121725,0.6277272727272727,5405007,0.4772727272727273,144
Translations 06,Biltmore,Play,43049,0.858,2141231,0.483,53
Triumph Of Love,Royale,Musical,80669,0.6733333333333333,3700422,0.494,85
True West,Circle In The Square,Play,95525,0.8566666666666667,5035352,0.7520833333333333,154
Tuck Everlasting,Broadhurst,Musical,59117,0.77,2943941,0.33666666666666667,39
Twelfth Night/Richard Iii,Belasco,Play,147748,0.9966666666666667,13930965,0.8905555555555555,113
Twelve Angry Men,American Airlines,Play,164852,0.8563636363636364,9325569,0.6790909090909091,228
Twentieth Century,American Airlines,Play,72398,0.8821428571428571,3869161,0.7964285714285714,84
Uncle Vanya,Circle In The Square,Play,17968,0.4814285714285715,421847,0.24857142857142858,29
Uncle Vanya 00,Brooks Atkinson,Play,64242,0.8079999999999999,2366742,0.602,49
Urban Cowboy,Broadhurst,Musical,23533,0.2358333333333333,1288667,0.15333333333333335,60
Urinetown,Henry Miller,Musical,524188,0.83736,34815864,0.7298399999999999,965
Vanya And Sonia And Masha And Spike,Golden,Play,138147,0.8787999999999999,13130430,0.7,189
Venus In Fur,Friedman,Play,124848,0.7417241379310344,9550145,0.4951724137931034,191
Venus In Fur,Lyceum,Play,124848,0.7417241379310344,9550145,0.4951724137931034,191
Via Dolorosa,Booth,Play,55886,0.634,1751272,0.4046666666666667,99
Victor/Victoria,Marquis,Musical,705199,0.7989855072463768,40484107,0.057536231884057966,526
Vincent In Brixton,Golden,Play,50193,0.6791666666666667,1915989,0.435,69
Violet,American Airlines,Musical,94762,0.8355,6616618,0.4415,128
Voices In The Dark,Longacre,Play,42090,0.5063636363636363,1245034,0.3,68
Waiting For Godot,Studio 54,Play,111164,0.9540000000000001,6908255,0.6173333333333333,84
Waiting In The Wings,Walter Kerr,Play,130699,0.65,6513905,0.5523076923076924,183
Waiting In The Wings,Eugene O'Neill,Play,130699,0.65,6513905,0.5523076923076924,183
Waitress,Brooks Atkinson,Musical,168752,0.9976190476190476,20033709,0.9733333333333333,129
War Horse,Vivian Beaumont,Play,726281,0.9053684210526316,74975253,0.7681052631578947,718
Well,Longacre,Play,27536,0.33399999999999996,1162288,0.22699999999999998,52
West Side Story,Palace,Musical,1074462,0.8176288659793814,93028454,0.7068041237113403,748
Who'S Afraid Of Virginia Woolf?,Longacre,Play,118994,0.5915384615384616,6574830,0.46307692307692305,177
Who'S Afraid Of Virginia Woolf? '12,Booth,Play,82952,0.6708695652173913,6444452,0.4230434782608695,142
Whoopi,Lyceum,Play,50144,0.6507692307692308,2584289,0.556923076923077,72
Wishful Drinking,Studio 54,Play,102216,0.766470588235294,5649906,0.44882352941176473,118
Wit,Friedman,Play,44863,0.8190909090909091,2302405,0.3809090909090909,60
Wolf Hall Parts One & Two,Winter Garden,Play,104415,0.61375,9970896,0.514375,103
Women On The Verge Of A Nervous Breakdown,Belasco,Musical,73822,0.76,4820272,0.48692307692307696,69
Wonderful Town,Al Hirschfeld,Musical,449677,0.608,29830255,0.4866153846153846,497
Wonderland,Marquis,Musical,84646,0.835,4438971,0.4,33
Wrong Mountain,Eugene O'Neill,Play,15548,0.29833333333333334,418284,0.1716666666666667,28
Xanadu,Helen Hayes,Musical,240985,0.721830985915493,17126310,0.48605633802816905,512
You Can'T Take It With You,Longacre,Play,160368,0.7188461538461539,13227324,0.5180769230769231,169
"You'Re A Good Man, Charlie Brown",Ambassador,Musical,84237,0.46857142857142853,3630774,0.33095238095238094,149
